"Google Click ID","Conversion Time","Conversion Name","Conversion Value","Conversion Currency",subscriptionid,campaign,location
CjwKCAjwzIK1BhAuEiwAHQmU3qPQGFmmCgNIca7nQqEgrjmvpvw98I66ksIzd_exBk5cGzG52y5Y_BoC_xkQAvD_BwE,2024-07-24T21:22:00-0500,"Billable Google Ads Call",880.00,USD,1438530,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=yellow-jackets&service=removal&loc_interest_ms=&loc_physical_ms=9002082&gad_source=1&gbraid=0AAAAACVgtGAR_ZUHOGiTgFx_fdquqhZsq&gclid=CjwKCAjwzIK1BhAuEiwAHQmU3qPQGFmmCgNIca7nQqEgrjmvpvw98I66ksIzd_exBk5cGzG52y5Y_BoC_xkQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqK1r7gPeoAFBPYNk_5X46AUT9UFQvHX499R-2_2RyrfwAUUQxxdprhoCC8UQAvD_BwE,2024-08-08T19:53:00-0500,"Billable Google Ads Call",725.00,USD,1450182,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=wasps&service=control&loc_interest_ms&loc_physical_ms=9021508&gad_source=1&gbraid=0AAAAACVgtGBHESSuKdvp78lLlryhvmgrC&gclid=CjwKCAjw2dG1BhB4EiwA998cqK1r7gPeoAFBPYNk_5X46AUT9UFQvHX499R-2_2RyrfwAUUQxxdprhoCC8UQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqFIWTqn7SOfOEuPD8D6EwuFgmQ0KJQQnUuaVVAt5IE3mVxfRGc7lBxoCR3IQAvD_BwE,2024-08-08T21:04:00-0500,"Billable Google Ads Call",995.00,USD,1450255,"-All Locations",https://fox-pest.com/local-location/?pest=bees&service=nest%20removal&loc_interest_ms=&loc_physical_ms=9005583&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=CjwKCAjw2dG1BhB4EiwA998cqFIWTqn7SOfOEuPD8D6EwuFgmQ0KJQQnUuaVVAt5IE3mVxfRGc7lBxoCR3IQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqNjO4RCiMwHHiifY27PSVOK0cAvnpxEZ7Vs4IZMhV_24PCX8ZOx4QhoCJDMQAvD_BwE,2024-08-08T20:00:00-0500,"Billable Google Ads Call",940.00,USD,1450187,"-All Locations Brand",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9028611&gad_source=1&gbraid=0AAAAACVgtGDIK7IbtJdUBaJAHbQY4Heww&gclid=CjwKCAjw2dG1BhB4EiwA998cqNjO4RCiMwHHiifY27PSVOK0cAvnpxEZ7Vs4IZMhV_24PCX8ZOx4QhoCJDMQAvD_BwE
EAIaIQobChMIueOYjunlhwMV50b_AR3R1BhtEAAYASABEgIxHPD_BwE,2024-08-08T17:33:00-0500,"Billable Google Ads Call",1850.00,USD,1450043,"-All Locations",https://fox-pest.com/local-location/?pest=bed-bugs&service=treatment&loc_interest_ms=&loc_physical_ms=9003433&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=EAIaIQobChMIueOYjunlhwMV50b_AR3R1BhtEAAYASABEgIxHPD_BwE
EAIaIQobChMI66vspdPAhwMVIukoBR3iRgI9EAEYASAAEgK1U_D_BwE,2024-07-24T21:47:00-0500,"Billable Google Ads Call",851.00,USD,1438584,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9005917&loc_physical_ms=9005917&gclid=EAIaIQobChMI66vspdPAhwMVIukoBR3iRgI9EAEYASAAEgK1U_D_BwE
CjwKCAjw2dG1BhB4EiwA998cqBaGykpPNQXd781BBZ9Jv8BZRycdRY8x99Syrp0Hx3b5GE1T64p9vBoCVRMQAvD_BwE,2024-08-08T20:50:00-0500,"Billable Google Ads Call",856.00,USD,1450228,"-All Locations",https://fox-pest.com/local-location/?pest=bees&service=hive%20removal&loc_interest_ms=&loc_physical_ms=9005498&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=CjwKCAjw2dG1BhB4EiwA998cqBaGykpPNQXd781BBZ9Jv8BZRycdRY8x99Syrp0Hx3b5GE1T64p9vBoCVRMQAvD_BwE
CjwKCAjwzIK1BhAuEiwAHQmU3mHjlZ6GJmDZfA80CBanGEeUmUSJ7FtT6kqt9mVRBl7ie1GzrejvUhoCzAUQAvD_BwE,2024-07-24T22:00:00-0500,"Billable Google Ads Call",760.00,USD,1438622,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=fleas&service=exterminator&loc_interest_ms=9028615&loc_physical_ms=1026418&gad_source=1&gbraid=0AAAAACVgtGAR_ZUHOGiTgFx_fdquqhZsq&gclid=CjwKCAjwzIK1BhAuEiwAHQmU3mHjlZ6GJmDZfA80CBanGEeUmUSJ7FtT6kqt9mVRBl7ie1GzrejvUhoCzAUQAvD_BwE
CjwKCAjwzIK1BhAuEiwAHQmU3kxBP5GsyP00Vk234U8RF7AnXqyMUJrXY2StCxZfhlLMNHxr0E88VRoCCocQAvD_BwE,2024-07-24T22:10:00-0500,"Billable Google Ads Call",938.00,USD,1438619,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9001842&loc_physical_ms=9001842&gclid=CjwKCAjwzIK1BhAuEiwAHQmU3kxBP5GsyP00Vk234U8RF7AnXqyMUJrXY2StCxZfhlLMNHxr0E88VRoCCocQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqOc6aYhcDyDrFhUMOfyBKKVbZlRxJdvSirTbrNgC-SUj494bBPxCkBoCu7sQAvD_BwE,2024-08-08T17:29:00-0500,"Billable Google Ads Call",959.00,USD,1452589,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=fleas&service=exterminator&loc_interest_ms=&loc_physical_ms=9003395&gad_source=1&gclid=CjwKCAjw2dG1BhB4EiwA998cqOc6aYhcDyDrFhUMOfyBKKVbZlRxJdvSirTbrNgC-SUj494bBPxCkBoCu7sQAvD_BwE
EAIaIQobChMI7dzww-jlhwMVcUf_AR3jcy6rEAAYASAAEgI9cfD_BwE,2024-08-08T17:30:00-0500,"Billable Google Ads Call",250.00,USD,1450000,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=bees&service=hive%20removal&loc_interest_ms=&loc_physical_ms=9004448&gad_source=1&gbraid=0AAAAACVgtGBHESSuKdvp78lLlryhvmgrC&gclid=EAIaIQobChMI7dzww-jlhwMVcUf_AR3jcy6rEAAYASAAEgI9cfD_BwE
CjwKCAjw2dG1BhB4EiwA998cqNBDFspX-3fj_0gwygMlymCm9yLqDItenIeqwWQsusHr7dn_olFXeRoCrJIQAvD_BwE,2024-08-08T18:26:00-0500,"Billable Google Ads Call",947.00,USD,1450068,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=pest&service=treatment&loc_interest_ms=&loc_physical_ms=9004532&gad_source=1&gbraid=0AAAAACVgtGBHESSuKdvp78lLlryhvmgrC&gclid=CjwKCAjw2dG1BhB4EiwA998cqNBDFspX-3fj_0gwygMlymCm9yLqDItenIeqwWQsusHr7dn_olFXeRoCrJIQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqIl27oYEqalfSXHdZ1rNNjElJlffUHO-AHWesZ8n-gPHXKEUb0lHOxoCZygQAvD_BwE,2024-08-08T17:50:00-0500,"Billable Google Ads Call",630.00,USD,1450031,"-All Locations",https://fox-pest.com/local-location/?pest=bee&service=removal&loc_interest_ms=&loc_physical_ms=9021431&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=CjwKCAjw2dG1BhB4EiwA998cqIl27oYEqalfSXHdZ1rNNjElJlffUHO-AHWesZ8n-gPHXKEUb0lHOxoCZygQAvD_BwE
EAIaIQobChMIzvi27u_lhwMVLBOKAx3EzQKEEAEYASAAEgK77PD_BwE,2024-08-08T18:09:00-0500,"Billable Google Ads Call",1674.00,USD,1450044,"-Performance Max - All Locations",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9005458&gad_source=5&gclid=EAIaIQobChMIzvi27u_lhwMVLBOKAx3EzQKEEAEYASAAEgK77PD_BwE
EAIaIQobChMIkcCuxtjAhwMVjDQIBR39AAGfEAAYASAAEgIFcfD_BwE,2024-07-24T22:19:00-0500,"Billable Google Ads Call",300.00,USD,1438753,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=bees&service=hive%20removal&loc_interest_ms=&loc_physical_ms=9004177&gad_source=1&gbraid=0AAAAACVgtGAR_ZUHOGiTgFx_fdquqhZsq&gclid=EAIaIQobChMIkcCuxtjAhwMVjDQIBR39AAGfEAAYASAAEgIFcfD_BwE
EAIaIQobChMIj5LD0PDlhwMVqkr_AR07_gtCEAAYASAAEgIM_fD_BwE,2024-08-08T18:11:00-0500,"Billable Google Ads Call",1022.00,USD,1450680,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=beetles&service=problems%20removal&loc_interest_ms=&loc_physical_ms=9001991&gad_source=1&gbraid=0AAAAACVgtGBHESSuKdvp78lLlryhvmgrC&gclid=EAIaIQobChMIj5LD0PDlhwMVqkr_AR07_gtCEAAYASAAEgIM_fD_BwE
EAIaIQobChMIwZ-jjf3lhwMVu0P_AR3ldjZlEAAYASACEgKwCPD_BwE,2024-08-08T19:05:00-0500,"Billable Google Ads Call",915.00,USD,1450135,"-All Locations",https://fox-pest.com/locations/?pest=fleas&service=exterminator&loc_interest_ms=&loc_physical_ms=9189912&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=EAIaIQobChMIwZ-jjf3lhwMVu0P_AR3ldjZlEAAYASACEgKwCPD_BwE
CjwKCAjw2dG1BhB4EiwA998cqKaFvDy-aUzqP4guZ3S7zN4cqrIyOVTtptguudIo6WJzH5UtuV2NjxoCC9EQAvD_BwE,2024-08-08T22:21:00-0500,"Billable Google Ads Call",680.00,USD,1450311,"-All Locations",https://fox-pest.com/local-location/?pest=bee&service=removal&loc_interest_ms=&loc_physical_ms=9021448&gad_source=1&gbraid=0AAAAACVgtGAA5zW41JUJOvXMagleLMdiB&gclid=CjwKCAjw2dG1BhB4EiwA998cqKaFvDy-aUzqP4guZ3S7zN4cqrIyOVTtptguudIo6WJzH5UtuV2NjxoCC9EQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjMNZrDe5XHuCEnMNrSvlSYWu9Po5lTSrxJsBmQXuk9CReAaME2ySzxoCYLkQAvD_BwE,2024-07-25T12:19:00-0500,"Billable Google Ads Call",998.00,USD,1438915,"-All Locations 7.24",https://fox-pest.com/locations/?pest=mice&service=exterminator&loc_interest_ms=&loc_physical_ms=9003432&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjMNZrDe5XHuCEnMNrSvlSYWu9Po5lTSrxJsBmQXuk9CReAaME2ySzxoCYLkQAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqMMWaFXEOvYKp5C5bwx04-jgRohLx26KdNJPCfINRjCsSKBChf2NaxoC3XEQAvD_BwE,2024-08-08T23:08:00-0500,"Billable Google Ads Call",851.00,USD,1450755,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/locations/?pest=ladybugs&service=exterminator&loc_interest_ms=&loc_physical_ms=9004733&gad_source=1&gclid=CjwKCAjw2dG1BhB4EiwA998cqMMWaFXEOvYKp5C5bwx04-jgRohLx26KdNJPCfINRjCsSKBChf2NaxoC3XEQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjMhE_x-Ogqdo5pp7uW9bmtIovt2k-lQTMbscZRNd4A-t2oE6dE9aCxoCpEoQAvD_BwE,2024-07-25T13:01:00-0500,"Billable Google Ads Call",630.00,USD,1438926,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=spiders&service=removal&loc_interest_ms=&loc_physical_ms=9011518&gad_source=1&gbraid=0AAAAACVgtGAUgNmTp-NLlgmaYQiZSvm-o&gclid=CjwKCAjw74e1BhBnEiwAbqOAjMhE_x-Ogqdo5pp7uW9bmtIovt2k-lQTMbscZRNd4A-t2oE6dE9aCxoCpEoQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjHFdZ307G9PCOT3bWYiMpv1BR_vQFDOcvO9U_avDTSSjkyf8f5uSuBoCf18QAvD_BwE,2024-07-25T15:15:00-0500,"Billable Google Ads Call",860.00,USD,1439084,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=ants&service=infestations%20removal&loc_interest_ms=&loc_physical_ms=9008532&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjHFdZ307G9PCOT3bWYiMpv1BR_vQFDOcvO9U_avDTSSjkyf8f5uSuBoCf18QAvD_BwE
EAIaIQobChMItOGNppbChwMVDr7RBB1_0gRjEAEYASAAEgLNs_D_BwE,2024-07-25T12:18:00-0500,"Billable Google Ads Call",905.00,USD,1438910,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9003352&gclid=EAIaIQobChMItOGNppbChwMVDr7RBB1_0gRjEAEYASAAEgLNs_D_BwE
CjwKCAjw74e1BhBnEiwAbqOAjFcs47HLx_mc_j7OaUWBkA1BUwWJ-WCFxyasiRDDg3AZgiGrC8ge5xoCgM0QAvD_BwE,2024-07-25T15:28:00-0500,"Billable Google Ads Call",1072.00,USD,1439100,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9001998&loc_physical_ms=9001998&gclid=CjwKCAjw74e1BhBnEiwAbqOAjFcs47HLx_mc_j7OaUWBkA1BUwWJ-WCFxyasiRDDg3AZgiGrC8ge5xoCgM0QAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjB0DAXrk9i5YqNIoq3mWiTiRjMEiFhuNftfQ9xl1vEqKd08JrBuZ1xoCYbsQAvD_BwE,2024-07-25T15:24:00-0500,"Billable Google Ads Call",875.00,USD,1439111,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=fleas&service=exterminator&loc_interest_ms=&loc_physical_ms=9004535&gad_source=1&gbraid=0AAAAACVgtGAUgNmTp-NLlgmaYQiZSvm-o&gclid=CjwKCAjw74e1BhBnEiwAbqOAjB0DAXrk9i5YqNIoq3mWiTiRjMEiFhuNftfQ9xl1vEqKd08JrBuZ1xoCYbsQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjIKfGMNymQJR-vOidk2oRZb32DXHMRQnRtjgRlGtTheZLlBx9BL2vBoCXy8QAvD_BwE,2024-07-25T15:52:00-0500,"Billable Google Ads Call",987.00,USD,1439152,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=rodents&service=removal&loc_interest_ms=&loc_physical_ms=9002163&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjIKfGMNymQJR-vOidk2oRZb32DXHMRQnRtjgRlGtTheZLlBx9BL2vBoCXy8QAvD_BwE
CjwKCAjw2dG1BhB4EiwA998cqEKz6NvG9oCFlzx-KAOLrj_aLx0ToIseLa4PuOINwgFkE7snG-BsvhoCqaAQAvD_BwE,2024-08-08T23:56:00-0500,"Billable Google Ads Call",929.00,USD,1450428,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=bees&service=nest%20removal&loc_interest_ms=&loc_physical_ms=9004460&gad_source=1&gbraid=0AAAAACVgtGBHESSuKdvp78lLlryhvmgrC&gclid=CjwKCAjw2dG1BhB4EiwA998cqEKz6NvG9oCFlzx-KAOLrj_aLx0ToIseLa4PuOINwgFkE7snG-BsvhoCqaAQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjBRsnMZAuvDPrrMn9VaJ0cTKbuR1RCw8RCgoXIhO20QnGGzOBfx4CBoCQNAQAvD_BwE,2024-07-25T16:12:00-0500,"Billable Google Ads Call",882.00,USD,1439186,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=wasp&service=exterminator&loc_interest_ms=&loc_physical_ms=9005511&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjBRsnMZAuvDPrrMn9VaJ0cTKbuR1RCw8RCgoXIhO20QnGGzOBfx4CBoCQNAQAvD_BwE
EAIaIQobChMIt7WEg5_ChwMVawGtBh1UIxALEAAYAiAAEgJ8k_D_BwE,2024-07-25T12:58:00-0500,"Billable Google Ads Call",913.00,USD,1438923,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9028613&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=EAIaIQobChMIt7WEg5_ChwMVawGtBh1UIxALEAAYAiAAEgJ8k_D_BwE
EAIaIQobChMIifGK6MPChwMVfFlHAR1HlSMxEAAYASAAEgJnCvD_BwE,2024-07-25T15:42:00-0500,"Billable Google Ads Call",737.00,USD,1439206,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=hornet&service=exterminator&loc_interest_ms=&loc_physical_ms=9003385&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=EAIaIQobChMIifGK6MPChwMVfFlHAR1HlSMxEAAYASAAEgJnCvD_BwE
EAIaIQobChMIma7l29TAhwMVLFydBh1n0DitEAEYASAAEgKMIfD_BwE,2024-07-25T12:52:00-0500,"Billable Google Ads Call",840.00,USD,1438929,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9004302&loc_physical_ms=9004302&gclid=EAIaIQobChMIma7l29TAhwMVLFydBh1n0DitEAEYASAAEgKMIfD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjAokSo8adP5BHgOTPo5L8cAVUfu_LDarJ_2b5L7aKHpSoX4gv--KIxoCqakQAvD_BwE,2024-07-25T15:42:00-0500,"Billable Google Ads Call",968.00,USD,1439129,"-All Locations Brand 7.24",https://fox-pest.com/products/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9006662&gad_source=1&gbraid=0AAAAACVgtGCKTQVtOFxlhDjS4jiLBgmkV&gclid=CjwKCAjw74e1BhBnEiwAbqOAjAokSo8adP5BHgOTPo5L8cAVUfu_LDarJ_2b5L7aKHpSoX4gv--KIxoCqakQAvD_BwE
EAIaIQobChMIiMzXxKPChwMVVEf_AR23vQy4EAAYASAAEgISGPD_BwE,2024-07-25T13:18:00-0500,"Billable Google Ads Call",838.00,USD,1438943,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=wasp&service=removal&loc_interest_ms=&loc_physical_ms=9003959&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=EAIaIQobChMIiMzXxKPChwMVVEf_AR23vQy4EAAYASAAEgISGPD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjInuH3dHIN1Tl7RvKHSeleJenG2Cx-vcUQPAStzr7F3MmnnbuGszkhoC23YQAvD_BwE,2024-07-25T14:17:00-0500,"Billable Google Ads Call",937.00,USD,1438995,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=insect&service=control&loc_interest_ms=&loc_physical_ms=9001895&gad_source=1&gclid=CjwKCAjw74e1BhBnEiwAbqOAjInuH3dHIN1Tl7RvKHSeleJenG2Cx-vcUQPAStzr7F3MmnnbuGszkhoC23YQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjK5WO_XP5krIH2WV1jzlTAqyhP5qpoajo_rPZsVQd2aYVIabI7bHfRoCwEcQAvD_BwE,2024-07-25T15:59:00-0500,"Billable Google Ads Call",857.00,USD,1439208,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=hornet&service=exterminator&loc_interest_ms=&loc_physical_ms=9002236&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjK5WO_XP5krIH2WV1jzlTAqyhP5qpoajo_rPZsVQd2aYVIabI7bHfRoCwEcQAvD_BwE
EAIaIQobChMIjNDVwqbChwMV4iuzAB3FMAEOEAEYASAAEgKV_PD_BwE,2024-07-25T13:31:00-0500,"Billable Google Ads Call",677.00,USD,1439116,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9006757&gclid=EAIaIQobChMIjNDVwqbChwMV4iuzAB3FMAEOEAEYASAAEgKV_PD_BwE
EAIaIQobChMIrLXtwNHChwMVaFj_AR0xWwP-EAAYASAAEgIk9_D_BwE,2024-07-25T16:43:00-0500,"Billable Google Ads Call",691.00,USD,1439238,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=pest&service=treatment&loc_interest_ms=&loc_physical_ms=9025290&gad_source=1&gbraid=0AAAAACVgtGAUgNmTp-NLlgmaYQiZSvm-o&gclid=EAIaIQobChMIrLXtwNHChwMVaFj_AR0xWwP-EAAYASAAEgIk9_D_BwE
EAIaIQobChMIipTUz6fChwMVxEb_AR0sRgNZEAAYASACEgIKIvD_BwE,2024-07-25T13:41:00-0500,"Billable Google Ads Call",275.00,USD,1438965,"-All Locations 7.24",https://fox-pest.com/locations/?pest=hornets&service=nest%20removal&loc_interest_ms=&loc_physical_ms=9021442&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=EAIaIQobChMIipTUz6fChwMVxEb_AR0sRgNZEAAYASACEgIKIvD_BwE
EAIaIQobChMIgJa4vcrChwMVIGZHAR17JwgkEAAYASAAEgIwVfD_BwE,2024-07-25T16:12:00-0500,"Billable Google Ads Call",1415.00,USD,1439198,"-All Locations | Pest Low Cost | Search 7.24",https://fox-pest.com/local-location/?pest=bed-bug&service=treatment&loc_interest_ms=&loc_physical_ms=9002051&gad_source=1&gbraid=0AAAAACVgtGAUgNmTp-NLlgmaYQiZSvm-o&gclid=EAIaIQobChMIgJa4vcrChwMVIGZHAR17JwgkEAAYASAAEgIwVfD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjI7R67vvd0YAGbGpXnR4QKBwfNT-B9g6vSrw9mMLTRnWbe5JUI200BoCY04QAvD_BwE,2024-07-25T13:59:00-0500,"Billable Google Ads Call",910.00,USD,1438979,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9003276&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=CjwKCAjw74e1BhBnEiwAbqOAjI7R67vvd0YAGbGpXnR4QKBwfNT-B9g6vSrw9mMLTRnWbe5JUI200BoCY04QAvD_BwE
EAIaIQobChMI7qvrqafChwMVry6zAB2kGAlzEAEYASAAEgI8DfD_BwE,2024-07-25T13:36:00-0500,"Billable Google Ads Call",970.00,USD,1439020,"-Performance Max - All Locations 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9004527&gclid=EAIaIQobChMI7qvrqafChwMVry6zAB2kGAlzEAEYASAAEgI8DfD_BwE
EAIaIQobChMIg9Xo_6vChwMV8UtHAR0ypQRwEAAYASAAEgKFxvD_BwE,2024-07-25T13:56:00-0500,"Billable Google Ads Call",100.00,USD,1438977,"-All Locations Brand 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9005468&gad_source=1&gbraid=0AAAAACVgtGCKTQVtOFxlhDjS4jiLBgmkV&gclid=EAIaIQobChMIg9Xo_6vChwMV8UtHAR0ypQRwEAAYASAAEgKFxvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjNtnWULPcN330xkkWqfzrrUX-EmJuCOxqjZkTbs1APTOIVgmbe-iDxoCQKcQAvD_BwE,2024-07-25T14:38:00-0500,"Billable Google Ads Call",870.00,USD,1439065,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=9006612&loc_physical_ms=1025011&gad_source=1&gclid=CjwKCAjw74e1BhBnEiwAbqOAjNtnWULPcN330xkkWqfzrrUX-EmJuCOxqjZkTbs1APTOIVgmbe-iDxoCQKcQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjPP0_ZJk1BlNr_LMxqmWVZ37AZHJLCY8E1pKe3Mc-KTY3u5v03yxnRoCzzMQAvD_BwE,2024-07-25T13:39:00-0500,"Billable Google Ads Call",1006.00,USD,1438986,"-All Locations Brand 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9001763&gad_source=1&gbraid=0AAAAACVgtGCKTQVtOFxlhDjS4jiLBgmkV&gclid=CjwKCAjw74e1BhBnEiwAbqOAjPP0_ZJk1BlNr_LMxqmWVZ37AZHJLCY8E1pKe3Mc-KTY3u5v03yxnRoCzzMQAvD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjDP_uPQpw0NSgqIMqnGC6lCkToMvFk9lEMJKOVc7sdTLFj0xQfUmKxoCYKEQAvD_BwE,2024-07-25T16:37:00-0500,"Billable Google Ads Call",1700.00,USD,1439239,"-All Locations 7.24",https://fox-pest.com/local-location/?pest=bed-bugs&service=treatment&loc_interest_ms=&loc_physical_ms=9005908&gad_source=1&gclid=CjwKCAjw74e1BhBnEiwAbqOAjDP_uPQpw0NSgqIMqnGC6lCkToMvFk9lEMJKOVc7sdTLFj0xQfUmKxoCYKEQAvD_BwE
EAIaIQobChMI8-CR7vTnhwMVHkL_AR2B1h7CEAAYASAAEgLnZfD_BwE,2024-08-09T13:30:00-0500,"Billable Google Ads Call",937.00,USD,1450504,"-All Locations",https://fox-pest.com/local-location/?pest=hornets&service=nest%20removal&loc_interest_ms=&loc_physical_ms=9001907&gad_source=1&gbraid=0AAAAACVgtGBp2fianiRCfakzzeYyTE2cF&gclid=EAIaIQobChMI8-CR7vTnhwMVHkL_AR2B1h7CEAAYASAAEgLnZfD_BwE
CjwKCAjw74e1BhBnEiwAbqOAjAaNXUsywi-4lBWAdE-jaDU9-Klv64bulAl333ymoJ-LuPjOHpRDPRoCQxQQAvD_BwE,2024-07-25T16:47:00-0500,"Billable Google Ads Call",905.00,USD,1439249,"-All Locations Brand 7.24",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9001834&gad_source=1&gclid=CjwKCAjw74e1BhBnEiwAbqOAjAaNXUsywi-4lBWAdE-jaDU9-Klv64bulAl333ymoJ-LuPjOHpRDPRoCQxQQAvD_BwE
EAIaIQobChMI2J6ijLPChwMVykhHAR281Av1EAAYASADEgI6bPD_BwE,2024-07-25T14:28:00-0500,"Billable Google Ads Call",915.00,USD,1439023,"-All Locations 7.24",https://fox-pest.com/locations/?pest=bee&service=exterminator&loc_interest_ms=&loc_physical_ms=9004478&gad_source=1&gbraid=0AAAAACVgtGBR-K5dmAR0MoR9aJhgdpR1-&gclid=EAIaIQobChMI2J6ijLPChwMVykhHAR281Av1EAAYASADEgI6bPD_BwE
